Text,Action,Action_number,Label
And Ben Simmons has a little room service slam dunk Philadelphia on the board 1st.,slam dunk,6,1
If you guys with that trick this year stepping around DeAndre Jordan is Klay Thompson as good anticipation by Thompson and its Grand Slam dunk?,slam dunk,6,1
Jonas Valance Eunice with a slam dunk.,slam dunk,6,1
Garrett Temple gets away from Josh Hart slam dunk.,slam dunk,6,1
"Veteran head coach in the NBA, Williams off to turn over Anna Randall with a slam dunk.",slam dunk,6,1
No slam dunk.,slam dunk,6,1
Richardson came over from Philly last year and Cauley Stein went for the slam dunk.,slam dunk,6,1
Try playing lobs it up for Jukebox.,lob,31,0
Fox is going to throw lobs.,lob,31,0
"Lillard, the lob to Whiteside, gets bumps and now that's where the offensive fellas.",lob,31,0
"Just for the roses down the Lane, the lob that app will not fall.",lob,31,0
Here's lobby Seer backing down and he gets the role.,lob,31,0
"Backdoor lob intended for Turner, who was open at the rim, batted away by Lopez, Kentavious Caldwell.",lob,31,0
"Both went to the ball, the lob was open.",lob,31,0
Lobs over the right shoulder.,lob,31,0
Let's go a lot of lobs to him tray with.,lob,31,0
Reggie Jackson against Smith junior lobs.,lob,31,1
The lob for McGee back taps it.,lob,31,1
"Great look for dirt to start this contest for Dallas, taking their first shot, another lob rockets to autobio.",lob,31,1
"Let teams play against your set half court defense, lob download.",lob,31,1
Lob it up to Chandler.,lob,31,1
Free young lobs it for Collins and a foul.,lob,31,1
John Collins can't convert the lob inside.,lob,31,1
But Anthony Davis going up top for the lobby.,lob,31,1
Middleton lobs it up for antenna kupo,lob,31,1
Here's the lobby.,lob,31,1
"now done circles into the Lane, lobs it for Thaddeus up and good.",lob,31,1
Lob right off.,lob,31,1
"RJ Barrett get ahead a little bit here to start this game off, Barrett on the lob and he's back.",lob,31,1
"Damian Jones setting up late, didn't settle for the three the lob thrown and beautifully done.",lob,31,1
You gotta look at use all averaging just under 18 again 18 and eight and a half rebounds a game at a lob.,lob,31,1
Zach Lavine Bulls lobbying along the baseline.,lob,31,1
Nice lob up to Brook Lopez.,lob,31,1
The lobster panga off the backboard.,lob,31,1
"Here's Tatum coming off a 22 point effort in Game six, they lob it Horford for the Easy Jam.",lob,31,1
"However, when he's healthy, pretty solid, average open up, trying to lob it to Dennis Smith, Junior couldn't control the fast.",lob,31,1
There's a backdoor lob layman using that athleticism to spring and jam with two hands.,lob,31,1
"Bogdanovich lobs it to Gobert an, misses the chip shot.",lob,31,1
"Bogdanovich lobs it to Gobert an, misses the chip shot.",lob,31,1
Looney sniffed out that lob right away.,lob,31,1
Backdoor cut by Villin Bruce Brown steps in front and steals.,backdoor,30,0
"First note on Dillon Brooks, no backdoors.",backdoor,30,0
Backdoor cut watch couldn't find him.,backdoor,30,0
"Backdoor lob intended for Turner, who was open at the rim, batted away by Lopez, Kentavious Caldwell.",backdoor,30,0
"Curry, great backdoor caught.",backdoor,30,1
Backdoor cut by Mitch Creek.,backdoor,30,1
"By Willie Cauley, backdoor.",backdoor,30,1
Not bad when you can run a backdoor play for your 610 point guard.,backdoor,30,1
Beautiful backdoor cut that wasn't paid off.,backdoor,30,1
Not played well against Utah is Andrew Wiggins makes another backdoor cut.,backdoor,30,1
It's just a great backdoor cut.,backdoor,30,1
Great little backdoor cut alcohol with a beautiful pass right on the money and Tony Parker just doing a lot of focus there.,backdoor,30,1
"Here's green backdoor cut by step, partially blocked by Beverly.",backdoor,30,1
"Here's green backdoor cut by step, partially blocked by Beverly.",backdoor,30,1
Backdoor run through holiday.,backdoor,30,1
Nice backdoor.,backdoor,30,1
He's one of the players just went from a two way contract to a standard contract backdoor.,backdoor,30,1
"Great backdoor cut here by Gerald Green, His Manson, watching Chris Paul ball handle.",backdoor,30,1
There's a backdoor lob layman using that athleticism to spring and jam with two hands.,backdoor,30,1
So nice backdoor cut by Conley in a pitchout,backdoor,30,1
"On the right side, by terror the Delon Wright just makes a great play great finish against Tom Baker, inside backdoor Brogdon on the other side.",backdoor,30,1
Nice backdoor cut.,backdoor,30,1
Nice backdoor pass by Jokic and Murray.,backdoor,30,1
Free backdoor to Curry and Curry banks at home.,backdoor,30,1
KD cutting backdoor you saw Dudley rotate.,backdoor,30,1
Backdoor cut their black from behind by Oubre but then.,backdoor,30,1
Backdoor cut by Villin Bruce Brown steps in front and steals.,backdoor,30,1
Caldwell Pope cutting backdoor in behind ****** and it gets delayed.,backdoor,30,1
"He can be a threat, especially when teams are looking to double team.",doubl team,2,0
"They're going to blitz, which means double team on the pick and roll.",doubl team,2,0
Maybe tonight not to double team as much.,doubl team,2,0
Tatum double team.,doubl team,2,0
No double team help cover sets up the jump book.,doubl team,2,0
Now you gotta see the double team areas and opportunities for those in there.,doubl team,2,0
"No help, no double team.",doubl team,2,0
Accepting the double teamed be coming more than leader.,doubl team,2,0
Double teaming already thinking about Curry.,doubl team,2,0
No double team help from the Kings and which makes them pay router which always looking across that inside shoulder to see where the defense is coming from.,doubl team,2,0
Sad OK for a late double team.,doubl team,2,0
I see there's a double team.,doubl team,2,0
"Well, I saw a different type of defense against the Raptors double teamed every time he touched the ball is Westbrook runs is for the midrange shot of fibrosing.",doubl team,2,0
Quick move before the double team had a chance of getting there.,doubl team,2,0
"Well, if you're not going to send the double team and he gives it that deep, there really isn't much you can do about it so long and creative, easy finish thanks.",doubl team,2,0
So I think the Knicks are gonna go to that more Nixa double teaming.,doubl team,2,0
Move to force a double team and that's great.,doubl team,2,0
Double team on James.,doubl team,2,0
"Yeah, what you gotta do if your memory is gotta try to work him out a little bit and then the double team has to come.",doubl team,2,0
"Now you gotta wear this out if they're not going to double team, they're just milking Kevin Love.",doubl team,2,0
No double team.,doubl team,2,0
We'll double team.,doubl team,2,0
They did a nice job of double teaming and recovering out of that.,doubl team,2,0
See if the Warriors were able to kind of rectify that tonight with some double teaming or creative defensive matchups.,doubl team,2,0
No double team help.,doubl team,2,0
There's that good double teaming defense by the Rockets hard right at the back of Gibson and Butler fouled Tucker.,doubl team,2,0
Passes from Blake Griffin who draws a double team in the post.,doubl team,2,0
I like to double team over the Hill.,doubl team,2,0
I wasn't a double team so brands like I'm used to that.,doubl team,2,0
So how quick are these double teams coming for Detroit?,doubl team,2,0
Look are trying to race past the double team needs.,doubl team,2,1
Will wait for the double team and then I'll give it up.,doubl team,2,1
Here comes Donovan Mitchell into the Lane double teamed.,doubl team,2,1
"Aldridge gets rid before the double team, but trust the shot.",doubl team,2,1
Don't try and judge us until we are whole and healthy and they double team balance Unison.,doubl team,2,1
"Well, that's 'cause they double team.",doubl team,2,1
Double teaming side by the Celtics.,doubl team,2,1
Double team.,doubl team,2,1
Hannah's double teams.,doubl team,2,1
Doubled Rivers Reborn Rivers defender came over to double team James Horton.,doubl team,2,1
Of course immediately double team Jokic who passes cross court to Murray.,doubl team,2,1
Double team.,doubl team,2,1
Notch double team five on the shot Clock to double team by Tiegs.,doubl team,2,1
Again trying to muscle his way up despite the double team.,doubl team,2,1
Vallentuna's with the shot Clock ticking down gets a double team.,doubl team,2,1
Courier comes to double team.,doubl team,2,1
Well you seem a double teams right now 'cause the Blazers have number.,doubl team,2,1
They have to quickly double team Perkins.,doubl team,2,1
"Randall pulls the mist down, brings it to four court NYT up 6 Randall in the Lane double team.",doubl team,2,1
We got double team.,doubl team,2,1
"They double team play closer to four court nearly threw it away but didn't, and Luke Kennard is fouled.",doubl team,2,1
Knox comes to help out this week and doing a lot of dropping and double teaming.,doubl team,2,1
Former Rookie of the Year there was that double team and then we end up having the out of bounds violation.,doubl team,2,1
Here is MB sons will bring the double team and they forced the early turnover.,doubl team,2,1
Wiggins trying to split that double team lost the handle.,doubl team,2,1
Double team their shot Clock down to two.,doubl team,2,1
"Here's that match up if we need to Bury beat spends works through the double team, can hit close range favors for the rebound.",doubl team,2,1
